lang_id,text
eng,this committee arises from a meeting of african finance ministers and central bank governors convened in tunis on november by our pan-african institutions - the african union the african development bank and the un economic commission for africa
xho,a ngenjongo yokohlwaya umsebenzisi lowo ogula ngengqondo ochaphazelekayo okanye b ukuba ayoneliseki ukuba imeko yempilo yengqondo yomsebenzisi igunyazisa ukutshintshelwa kwiindawo ezinoqilima lokhuseleko
xho,akukho bani omakacalule nabani na ngokuthe ngqo okanye ngokungathe ngqo ngokungafanelekanga ngezizathu ezithile ngokwecandelwana kufuneka kumiselwe umthetho wesizwe wokuthintela okanye ukwalela ucalulo olungafanelekanga
nbl,isibonelo nakube i-ofisi yomvikeli womphakathi ibawiwa ukuthi iphenye ngesililo esithileko selungu lomphakathi elilila ngokuthileko emnyangweni othileko karhulumende i-ofisi le izakulindela isebenziswana elihle labasebenzi bomnyango loyo ekunikeleni ilwazi elifunekako
sot,dimetara tsohle tse sebedisang motlakase kapa sesebediswa se fokotsang sekgahla sa motlakase bakeng sa ho bala dimetara di lokela ho balwa hanngwe kgweding e nngwe le e nngwe hona ho sebediswa ho basebedisi ba dikgwebo tse kgolo le diindaseteri tse kgolo
sot,afrika borwa ke naha e sebedisang dipuo tse ngata ntlha e hohelang maikutlo ka ho fetisisa ka dipuo tse ngatangata tsena tsa afrika borwa ke hore bongata ba dipuo tsa matswallwa di buuwa ho tshela le meedi di arolelanwa ke batho ba diporovense tse fapaneng
ven,zwa vhukuma u khwaṱha ha therisano yashu nga ha poḽitiki nga tshino tshifhinga tsha muṱaṱisano wa khetho dzine roṱhe ra tenda uri dzi tea u vha dzo huliseaho nahone dza mulalo ndi khwaṱhisedzo ya vhutshilo na dimokirasi zwo khwaṱhaho
sot,khanselara ya woto ya hao e ka fumana khopi haeba ho se jwalo o ka ikopanya le ofisi ya motsamaisi wa masepala kapa ofisi ya sepikara masepala o lokela ho fana ka thupelo e mabapi le idp komiti ya woto ya hao e ka fumana dintlha tse fetang mona ofising ya sepikara
nso,bolaodi bja mangwalo a thuto bja afrika borwa bo ka tlase ga seripa sa sa molao wa bolaodi bja mangwalo a thuto bja afrikaborwa molao no wa ka tumelelo ya letona la thuto le kgokagano le letona la tšamešomo dirile melawana mo lenaneong
zul,nginesiqiniseko sokuthi amalungu ahloniphekile azovuma ukuthi ubuntu balesi sikhathi sombuso wethu wentando yeningi kufanele sithole ukusho ngezinga esizokwazi ukulalela ngalo umphakathi osengozini kakhulu
ssw,lomhlangano utawucalisa luchungechunge lwetinkhulumiswano nabo bonkhe labatsintsekako ngaloluhlelo lwekutfutsa bantfu ngemabhasi sinelitsemba lekutsi tinkinga letingakasumbululeki kutawubukanwa nato ngendlela letawenelisa tonkhe tinhlangotsi letitsintsekako
tso,hi ku landza ndzavisiso musirhelela vaakatiko lawrence mushwana u bumabumerile eka xipikara leswaku xi teka magoza lawa ya nga fanela ku vona leswaku ku tsandzeka ka nkul gigaba ku tirhisana swa hlamuseriwa
ssw,emakhemikhali abekwa endzaweni yemakhemikhali lekhiywako kute kuvikelwe kusetjentiswa kwawo ngalokungekho emtsetfweni onkhe emakhemikhali kufanele afakwe etimumatfweni letikhetsiwe bese kutsi lawo lamancane lanebungoti lobukhulu abhalwe ngalokucacile
zul,kwezinye izimo imali yosizo lukahulumeni kwabakhuzekile efinyelela ku- ithathwa njengengxenye yezindleko ezinye izindleko zibekwa ngamafasilithi ngokwawo amanye amafasilithi akala izindleko ngokuya ngalokho umndeni ongakwazi ukukukhokhela zonke lezi zindleko zihlukile kuye ngesifundazwe
xho,abasebenzisi baza kuyifumana phi idiesel ingaba umntu ngamnye kufuneka athenge isiphathi esincinci esizeleyo kwigaraji yendawo ahlala kuyo okanye ingaba iqela liza kuba netanki enkulu apho linokumpompa khona idiesel
tso,hi nkarhi lowu ku nga humelela nghozi mufi na mina a b c a hi tekanile-vekela xitifiketi xa vukati a hi tekane hi ku landza milawu ya laha tikweni hi xintu-vekela xitifiketi a hi tshama swinwe tani hi nuna ni nsati
sot,le ha ho le jwalo boholo bo ntse bo tlamehile hore bo etswe ho ntlafatsa mekgwa ya phano ya ditshebeletso le ho rupella basebetsi ba bang ba mmuso haholoholo bana ba sebetsang ba buisana le setjhaba ka kotloloho
sot,mmasebolelo ntate na o sa ntse o batla hore ditaba di dulelwe majwana hodima ho se ho hlekemane hakaale hona na ha o kgone ho lemoha hore batho bana ke difelekwane ba mpa ba shwelletse mokuleng ka boomo ka tjhelete ya rona ya bohadi mme ba tla qetella ba kene pooneng ha re sa phahamele mapoqo
sot,tlolo ya ditokelo tsa botho ho hanela ka ditokelo tsa motheo tse jwalo ka hlompho ho tlotleha ho ba sephiring bolokolohi ba monahano tumelo mehopolo puo ho ikutlwahatsa le metsamao ya maqheku mohlala boloi moo ho ka bang le sekgobo ho qhellwa ka thoko ho lematswa mmeleng le ho bolawa
nbl,ilifa lohlongakeleko kufanele libikwe ku-master kungakapheli amalanga ali- welanga lokuhlongakala ukuhlongakala kungabikwa ngomunye nomunye umuntu olawula namkha ophethe umtlolo womuntu ohlongakeleko oyiwili namkha othathwa njengewili
ssw,netindleko letenteko ngenca yemiholo sikhatsi sekusebenta lesingetiwe luncedvo lwemali loluvunyelwe kubanikati betindlu and luncedvo ngetindleko takadokotela kuleyo naleyo ndzawo lelithebula liniketa inkhomba yalamaphesenti eluhlelotimali lwetisebenti lolwasetjentiswa kuletintfo
ven,u bva nga ḓuvha ḽa u khwathisedzwa ha akhaunthu ya trust kha ifa ḽa mukolodi nahone u khwaṱhisedzwa ho ita nga master wa khothe nahone arali mukolodi u no vhuya a dzhielwa thundu kale nahone lu fhirahu luthihi fhedzi a saathu u vhuya a vhonwa mulandu wa vhuṅwe vhukhahi
afr,n munisipaliteit moet n afskrif van sy geldende soneringskemaregulasies of soneringskemaverordeninge ter insae van die publiek beskikbaar hê en moet afskrifte daarvan beskikbaar stel vir verkoop aan die publiek
tsn,lefapha la metshameko botsweretshi le setso le na le na le seabe le ditiro tse di dirwang ka mokgwa o o netefatsang puso e e lolameng go botlhokwa tota gore lefapha leno le tseye seabe sa ketapele go fitlhelela maitlhomo a a tshwanang a porofense
tsn,go kwala maduo le go bega go akaretsa mokgwa o re kwalang maduo a re a kokoantseng ka nako ya tekanyetso ka ona gore a tle a sekasekiwe sentle mme a phasaladiwe ka tsela e e nepagetseng le e e tlhaloganyegang
tsn,matheriale wa tlholego ya phologolo o ka amogelwa fela mo lefelong le le seng phepa la polante e e opafadiwang mme ga go matheriale o o jalo o o tla tlosiwang go tswa lefelong le ntle le ka ditiro tsa sedirisiwa sa opafatso
tso,tinhlengeletano leti ti ta nyika lava khumbekaka marungula yan wana mayelana na vundzeni bya tirhelo ra rixaka ta swihlovo swa mati na xiyimo xa mati xa sweswi na xa nkarhi lowu taka etindzawini ta vona ta malawulele ya mati wmas
tsn,re tsamaile go tloga ka go ya moranang mme ditokololo tsa phanele e ne e le karabo peele maize trust gerhard mamabolo agriseta jenny matthews setlhopatiro dirk van rensburg setlhopatiro willie kotzè le jane mcpherson batlhankedi mo lenaneong
ssw,lemitsetfo iyabuketwa futsi kwentiwe nesiciniseko sekutsi iyagcinwa futsi bantfu baniketwa lilungelo nemtfwalo wekutitsatsela tabo tincumo ngekusetjentiswa kwemitfombolusito yabo tikhatsi tekuvuna nobe kusebentisa imitfombolusito incunywa ngumphakatsi ngekwelulekwa bocwepheshe
eng,the mpumalanga health department has spent the lowest share of its budget at per cent with northern cape at per cent the highest share spent is recorded in free state per cent and kwazulu-natal per cent
afr,bydraend tot die visie van die wes-kaap as n veiliger tuiste vir almal is die voorsiening van strategiese leierskap en advies oor sekuriteit en die versekering van koördinering van sekuriteitsake tussen die prwk en parastatale instellings binne die provinsie
zul,noma yimuphi umuntu othi ngaphandle kwemvume aveze ukwaziwa komthombo ocashile womnyango unecala futhi ekulahlweni yicala angakhokhiswa inhlawulo noma agqunywe ejele isikhathi esingedluli iminyaka engamashumi amabili nanhlanu
sot,mabokelle nna ke re le yena thabang o ntse a ena le seabo se seholo ketsahalong ena o lokelwa ho rutwa molao ka thata pele a etswa taolong ho feta mona o hlokile botshepehi ho sebolelo mme ditlamorao tsa seo ke tse bodila feela
nbl,ekuthathweni kweenqunto ukuthuthukiswa kwelutjha amalungelo wabantu abakhubazekileko namalungelo wabentwana - kufakwe hlangana ukuqedelelwa kokuthintana mayelana nomthethomgomo welutjha lenarha ngalokhu kuzabe kulungiselelwa ukusetjenziswa komtlolo welutjha le-afrika
eng,it s not clear to me why this of the many issues local government has to address is being focused on presumably smaller urban municipalities do not refer to secondary cities like msunduzi anyway some of the problems are similar others not
afr,of sy enige stappe gedoen het om die publiek se beskouing en ervaring van haar departement as onverskillige onbehulpsame en onvriendelike staatsamptenare te wysig so nie waarom nie so ja wat die tersaaklike besonderhede is
tso,swa twala mzala sweswi u jaha u kurile loko u kumbuka ku tekaa swi hlamarisi kambe tsundzuka leswaku loko u famba kumbe u endzela nhwana wa wena ndzi tivise hikuva masiku lawa tiko xi yime hi milenge furha ra munhu i bindzu
nso,a re tšee mohlala wa tirišo re gopola ditaodišwana tše di fetilego tše di amago peakanyo pula imvula ya june le thulaganyo letlakala la ge letšatši la mošupologo mei le hlaba tšeo di ilego tša beakanywa le go rulaganywa di swanetše go phethagatšwa
sot,ke ema kapele ho batho ba afrika borwa ka boikokobetso ka monyetla oo ke bileng le ona wa ho dula setulo se hodimodimo naheng ka baka la diketsahalo tse kgethehileng tse hlahileng ha mokgatlo o etelletseng mmuso pele o nka qeto ya ho tlosa mopresidente wa mehleng setulong
nso,abelana maitemogelo le banolofatši ba bangwe bao ba šomago mo dikarolong tše dingwe banolofatši ba swanetše go abelana maitemogelo a bona go mananeo a cbnrm mo dikarolong tše dingwe-bontši bja mathata ao ba itemogetšego a a swana mananeong ka moka
ven,kha vha vhe na vhuṱanzi uri mafhungo a muthelo wavho a ngonani musi vha saathu u ita khumbelo ya ndaela ya muthelo a zwongo ḓowelea uri sars i ṋekedze ndaela ya muthelo arali vha na mbuyelo dza muthelo dzi saathu humiswaho kana mbadelo dzi saathu itwaho dza muthelo
afr,uniforme bobelasting hef op die belastingbasisse van enige belasting heffing of reg wat deur nasionale wetgewing opgelê word uitgeson - derd die belastingbasisse van korporatiewe inkomstebelasting eien- domsbelasting of doeaneregte
tso,hi kombela u languta xiyenge b xa xiletelo xa xikombelo ku vona leswaku vanhu lava u va hlawulaka ku va vahlayisiwa va faneriwile hi swoleswo hi nge swi koti ku languta fomo ya wena loko u nga hi nyikangi vuxokoxoko bya id ya wena i swa nkoka leswaku u tata xiyenge lexi hi ntalo
eng,the review is based on research by people inside and outside government departments were also asked to assess their own performance a detailed report is available at south africa government online www gov za
zul,uhulumeni ukubonga kakhulu lokho okungenzeka okungaba ukuxhumana nalawa macandelo abaluleke kakhulu omphakathi wakithi ndawonye ukuze sidingide izindaba ezahlukene ezinomthelela kwikusasa lethu elifanayo
zul,ezindaweni ezazaziwa ngokuthi yitranskei nekwazulu izinkantolo zamakhosi zazinamandla acishe afane nawezinkantolo zezimantshi ukwedluliselwa kwamacala endaweni eyayaziwa ngokuthi yitranskei esuswa kubaholi bendabuko kwakuyiswa kubaholi beziyingi lapho amakhosi nezindlovukazi babemelwe khona
afr,om voedselsekuriteit as n prioriteit te herken en volhoubare intervensies te skep ten einde die gebrek aan voedselsekuriteit deur landbou-oplossings te voorkom as n bydrae tot n volhoubare veiligheidsnet
afr,dit is onder die anc regering van die wes-kaap dat ons nou n plan aanvaar het in die kabinet om op n gestruktureerde wyse met die omstandighede van plaaswerkers te deel plaaswerkers is so belangrik vir ons dat ons n spesiale plan het waarvolgens ons u lewe wil verbeter
ven,u swikelwa ha thekhinoodzhi nga smme na bee zwi nga vha na thaidzo arali zwiko zwa thekhinoodzhi yapo zwi siho mashango manzhi are na sisieme thukhu ya vhutumbuli a nekedza zwiko zwa u wana thekhinoodzhi nga feme dzenedzo mbekanya mushumo ya u nea thekhinoodzhi
tso,va crime stop va ta fambisa vutivi lebyi eka yuniti ya vulavisisi na vufokisi leyi faneleke ku landzelela mhaka no endla xikombelo xa leswaku ku vuyisiwa nhlamulo eka tiawara ta na vuyelo bya ndzavisiso hi xihatla hi laha swi nga kotekaka
zul,a isikhungo ngokuthintana nelungu lomkhandlu ophethe elibhekele ezezimali singasungula futhi sigcine izimali ezikhethekile kubandakanya izimali ezejwayelekile ezisetshenziselwa ukufaka abantu ababencishwe amathuba emkhakheni wokungeniswa kwempahla kuleli nempahla ethunyelwa kwamanye amazwe
tso,loko hi khomana xikatla no tinyiketela eka ku fambisa mabindzu ya hina hi ndlela yoka yi nga tolovelekangiki hi ta tiyisisa ndlela ya hina yo aka hi vuntshwa na nhluvukiso no swi yisa eka swiyimo swa le henhla swinene
ven,khathulo yo tou nwalwaho i do vhewa kha faili yavho nahone i do shuma minwedzi ya rathi u bva nga duvha le khaidzo yo tou nwalwaho ya netshedzwa nga murahu ha minwedzi ya rathi khaidzo yo tou nwalwaho i nga bvisiwa kha faili yavho kana ya tshinyadzwa
afr,dit is met die uiterste trots dat ek my stempel van goedkeuring gee aan n kursus wat mba-studente toerus en ondersteun om n volhoubare kultuur van strategiese denke in hulle eie organisasies te skep en uit te bou sê prof tommy du plessis direkteur van die pbs
tsn,dikgaolo tsotlhe tse tlhano di diragatsa ditshupelo tsa bosetšhaba tsa go tsamaisa tb mo maemong a kgaolo dikgaoto tse dikgolo mo tsamaisong ya tb di dirilwe sk kelo ya phodiso e ntšhwa ya go tshasa e e leng teng ya kgaolo ya kgalagadi e tokafetse ka
afr,mnr jan botha het sy toespraak geëindig deur n pleidooi aan die voorsitter van die kongres om hul boodskap aan die hoogste vlak van regering oor te dra hulle faal die swart produsente en ons sal nooit die sektor transformeer tensy hulle begin om die mense te help nie het hy afgesluit
ssw,kuhlelembisa kuvumbuluka kwenhlangano lenemandla yelucucaba letawusita iphindze yesekele imitamo yahulumende nemphakatsi ekusukuniseni luhlelo lolufanelekile lwekusebenta ngekuvuselelwa kabusha kwesimilo semphakatsi wakitsi
sot,mmasebolelo o nkutlwetse hong le dikonyana ntate ha ke eso ka ba ke re re qhalle sebolelo lenyalo empa seo ke neng ke leka ho se hlalosa ke hore re rute difelekwane tsena tsa ha modise molao etswe ba a re nyatsa ha ke sheba tjena
tsn,bontsha bokgoni jwa go reetsa le go neela ditlhagiso tsa molomo ka moithuti o kgona go reetsa le go bua ka maitlhomo dirisa didiriswa tsa puo e e tlhotlheletsang a a farologaneng go baamogedi ba tshedimosetso tse di tlwaelegileng jaaka dipotso tse di sa le mo bokaong jo bo farologaneng
tso,a hi minkarhi hinkwayo laha swi nga kotekaka ku nyika mahungu hi ku humelela eka xivandla xa dyondzo xin wana na xin wana kambe hambiswiritano swiviko swi fanele ku nyika mahungu hi ku humelela eka swivandla swa dyondzo kumbe minongonoko ya dyondzo hinkwayo
ven,tshumelo ya vhuologi ha luingo ya afurika tshipembe tissa ndi vhurangeli nga muhasho wa vhutsila na mvelele u itela u alusa u shumiswa ha nyambo dza tshiofisi tshizulu tshithoza tshindevhele tshiswati tshisuthu tshitswana tshibeli tshitsonga tshivena tshiisimane na tshivhuru
ven,dzisekhurithi dzi ambiwaho afha a dzo ngo nwalisiwa u ya nga mulayo wa dzisekhurithi wa united states wo khwiniswaho wa ngazwo dzi nga si rengisiwe dzi songo nwalisiwa nga fhasi ha hoyo mulayo kana nga nndani ha thendelo ya u sa nwalisa
nbl,ukuphatha okuhle kutjho ukuthi minengi imithombo yamandla yemvelo engcono zinengi iimbaza ezitholakalako zikulu neendawo la kusikwa khona utjani obuhle kumila imbewu yeentjalo ehle emahlathini kanti neenyamazana nazo zandile
eng,where the person is brought before the court in terms of paragraph b again place the person under correctional supervision on the conditions it deems fit and for a period which shall not exceed the unexpired portion of the period of correctional supervision as converted in terms of subsection b ii
xho,umzantsi afrika likhaya lweentlobo ezininzi zeenkcubeko neelwimi kuqikelelwa ukuba kuthethwa iilwimi ezinokuba ngama- kweli lizwe apho ezili- zazo zinikwe igunya lokuba zezisemthethweni ngokwecandelo lomgaqosiseko
nbl,ikomiti yezokuphatha iziphendulela bunqopha emalungwini we-wua i-wua iziphendulela ngokubanzi kungqongqotjhe nayikuthi ungqongqotjhe udlulisela ukweluswa kwemisebenzi ye-wua ku-cma i-wua izaziphendulela ku-cma
afr,as jy die sapphire- of beryl-opsies gekies het sal jou prime cure-netwerkdokter nadat hy sy jou diagnose bevestig het verantwoordelik vir die registrasie van jou toestand by gems wees en om magtiging vir jou chroniese medikasie te verkry
ssw,uma uguge kakhulu nobe ugula ungakhoni kuhamba uye ehhovisi kuyofaka sicelo cela umuntfu kutsi akucelele kutsi bakuvakashele lapho ekhaya lomutfu kufanele aletse incwadzi levela kuwe nobe incwadzi yadokotela lechaza kutsi kungani ungeke ukhone kuvakashela lelihhovisi
zul,umuntu akavunyelwe ukususa noma iyiphi inkomba noma ubufakazi begciwane isimo ukonakala noma ukungcola ngokugeza asuse noma aphazamise nganoma iyiphi indlela ingakahlolwa inyama ngaphandle uma lokho kwenziwa ngaphansi kweso lompopoli obhalisiwe wenyama
xho,ngokucacileyo zikho iindleko ezayanyaniswa nolu qeqesho ezi ndleko ziquka iintlawulo zemfundo noqeqesho lwangaphandle komsebenzi kwakunye neendleko zangaphakathi zokunikezela ngeengcebiso nononophelo kubafundi uvavanyo lwendlela abaqhuba ngayo abafundi aba ndawonye neentlawulo ezinikwa aba bafundi
tsn,temothuo ke kgwebo mme kgwebo e ka phologa fela fa mo pakateleleng e ka dira dipoelo ngwaga le ngwaga go aga dipolokelo tsa kgwebo poelo ga e tlhomamisiwe mme tshwetso go beeletsa mo kgwebong ya temothuo e thaetswe mo tshekatsheko botennye ya mathata a ntshodikuno otlhe a a amegang
nbl,ukubhalelwa kuzalisa iimfuneko zomthetho ophathelene nalokhu kungawufelelisa umrholwakho naweqisa iinyanga ezintathu ungawuthathi umrholwakho nakhona uzakufelela umrholo owuthole ngokungakafaneli kufuze uwubuyise
tsn,potchefstroom - sekolo sa kgwebo sa potchefstroom pbs mo khamphaseng ya potchefstroom ya yunibesithi ya bokone-bophirima ybb se ne bošeng jaana sa aba di dikirii di le tsa masetase tsa dithuto tsa go tsamaisa kgwebo mba
tso,ku tirhisa minchumu entirhweni ndzingo wa rihanyu ni nhlayiseko lowu nga ni vuxaka ni nchumu swilaveko leswi nga swa nkoka ku tiyisisa leswaku nchumu wu ta va wu hlayisekile naswona wu hava ndzingo eka rihanyu loko wu hlayisiwa hi mfanelo maendlelo hi tlhelo ra khombo
ven,khorotshitumbe i fanela u shuma nga maitele ane a dzhiela nṱha muya wa u swikelela kha thendelano wo katelwaho kha kuhumbulele kwa muvhuso wa vhuthihi ha lushaka khathihi na ṱhoḓea ya muvhuso u shumaho
tso,a xo sungula tisekitara leti ku nga to hangalasa leswi nga ta kumeka endzhaku swo fana na mati tindlu kumbe mapatu b xa vumbirhi leswi nga kongoma ngopfu eka endlelo na milawu swo fana na mbangu na pulani ya ndhawu
eng,prince m g buthelezi i know that the issue is not whether this agenda will be realised or not but when my challenge to the president is that he be the one that makes it happen and for this to happen within my lifetime applause
afr,die opname bied n akkurate ontleding van die bevolking se vervoergewoontes ingedeel volgens geslag vervoermiddel landelike en stedelike gebiede en plaaslike owerheidsbeplanningsones bv woongebiede en voorstede in johannesburg
zul,ngakhoke manje umgcinisihlalo webandla lamanzi wethula kanye nalokhu emphakathini ibhukwana lebandla lamanzi ngombono wokwenza kube lula ukufinyelela ulwazi oluphethwe yibandla lamanzi ngokubekwe kuphela ngaphansi komthetho
xho,indawo nganye nomhlanganisela ngamnye unamanani ezityalo acetyiswayo ukuba akufikelelwa kumanani anqwenelekayo sisuka sichaphazeleke kakubi isakhono sesivuno ngokufutshane akusayi kubakho zityalo zaneleyo ezinika isixa esinqwenelekayo seenkozo
ssw,uma ugcwalisa sicukatsi sebunyenti isampuli yekulawula yaleso naleso sicukatsi kufanele ikhishwe uma kute umhloli kulendzawo ngalesikhatsi ulayisha wean lolotsengisa ngesheya unemtfwalo wekukhipha lesampuli bese uyitfumela lamasampuli ekulawula ku-division liquor products e-stellenbosch
eng,the province had restructured the awarding of contracts to a maximum of four contracts per developer this was necessitated by past experience where contractors would be awarded up to contracts contractors subsequently issued sub-contracts which compromised the delivery of quality houses
nso,dac mmogo le dpsa gape le dikgoro tše dingwe tša mmušo e tla tšwetša pele le go phatlalatša molao bjalo ka ge go kgonegišitšwe ke molao wa dipolelo wa afrika borwa woo o lebeletšwego letona le tla gatiša melawana ya go bamabapi le molao ka go kuranta ya mmušo go ya bofelong bja
tso,swirho swo hlonipheka va ta swi tiva leswaku switiviwa swo tala eka mhaka yo fambelana na miholo ya vaaki-tiko hambiswiritano ndzi ta boxa swikombiso nyana ku komba ntumbuluko wa ku humelela loku hi nga va na kona na mintlhontlho leyi hi nga langutana na yona
nbl,ikombandlela le ungayisebenzisa kesinye nesinye isigaba sehlelo le-cbnrm izakuba lisizo khulu khulu eengabeni zokuthoma zokutlama kodwanana nalokhuya nasele kufuze ubeke ilihlo ube ulinganise ihlelo lakho
afr,enigeen wat blootgestel is aan mmw tb kan gevaar loop om dit op te doen die meeste mense wat sterk immuunstelsels het sal nie die siekte ontwikkel nie omdat hulle liggame se immuunstelsel die besmetting kan beveg
ssw,kulomnyaka sitawube sicedza iminyaka lelikhulu kwasungulwa inhlangano yeleningizimu afrika leyasungulwa nga- loku kwasungula umbuso lohlangene kakhulu kukhishwa kwalabamnyama kulenhlangano bekusizatfu lesikhulu sekusungulwa kwe-african national congress nga-
tso,hi le tlhelo loko ntirho wa mpfuxeto lowu wa kharikhulamu wu ri karhi wu ya emahlweni loko mpfuxeto wa xitatimendhe xa kharikhulamu ya rixaka wu va pholisi wu bakanyela etlhelo hinkwaswo switatimende swa pholisi ya kharikhulamu na makambelelo ku simekiwa ku pimiwe leswaku ku va hi
sot,c motho ya tlositsweng ofising ho latela karolo ya kapa d motho ya fumanweng a le molato wa bosenyi kapa tlolo ya molao eo ho yona lekgotla la dinyewe le fumaneng hore lehloyo le itshetlehileng ka mmala borabe bong kapa bodumedi le bile le seabo
tsn,mo kgannyaneng e e mo tsebeng ya go ya re tlhalositse katisegelo ya mmu le gore e diragala jang kgannyana e e tlaa tlhalosa gore setlhatlhobi sa katisegelo ya mmu se dira jang le gore o ka laola jang katisegelo ya mmu
sot,mekgatlo e mengata e adimanang ka tjhelete e hloka bonto thepeng ya motho hore e kgone ho tshireletsa kadimo bahlahisi mobung o hirilweng kapa wa setjhaba ba sitwa ho nehelana ka mobu e le tshireletso mme ka baka lena kopo tsa bona tsa ho adingwa di qhelelwa ka thoko
afr,mensehulpbronbestuur het n omvattende hersiening van die mh-delegasies aangepak om verbeterde dienslewering te verseker en om lynfunksionarisse in die uitvoering van hul verantwoordelikheid te bemagtig
tso,ndzi na norho presidente mabasa a yisa ndzima yakwe emahlweni ndzi lorha siku leri vusweti lebyi byi funengeteke vanhu va ka hina byi nga ta tlakuka byi haha ku fana na mberha vanhu va pfumala va xaniseka va hundzuke swipuku leswi hanyaka ndzi lorha siku leri va nga ta huma emaxangwini lawa
afr,die kaapse akademie vir wiskunde wetenskap en tegnologie in constantia in kaapstad is n nuwe staatskool wat die wes-kaapse onderwysdepartement wkod spesifiek vir leerders met n besondere aanleg vir wiskunde wetenskap en tegnologie op die been gebring het
eng,attended the launch of an initiative of the africa centre for dispute settlement at the university of stellenbosch business school to set up a national accreditation board for family mediators invited to attend all future meetings of the board as an observer
zul,izimali eziyimihlomulo enemibandela zikhombise ukukhula kunyakamali ka- njengoba zikhule ngezigidigidi ezi-r ezi-r nezi-r kumele kuqashelwe ukuthi lezi zimali zifakwe eminyangweni efanele njengoba kukhonjisiwe thebuleni
zul,eqinisweni ngingathanda kube nguluke watson oba yisibonelo esihle standing-right-next-to-you ngiseduzane kwakho kumdlali osemncane othembisayo oyi-flanker emdlalweni wombhoxo emanenberg noma egugulethu esikhundleni sokuhlanzela ijezi lakhe lamabhokobhoko
nbl,ibhodo iye yayelelisa ungqongqotjhe ngemiphumela emanqophana nelimi kwezefundo erhubhululweni lakwa-markdata elasekelwa ngeemali yibhodo elibika ngamalimi enarheni le begodu ibhodo iye yayelelisa ungqongqtjhe ngemiphumela yerhubhululo laka-barkhuizen
tsn,tlhokomelo ya kitso ke tlwaelo e e mafaratlhatlha e e kgontshang mekgatlho go tokafatsa mekgwa e e tlholang e e amogelang e e netefatsang e e anamisang e e bolokang le go dirisa kitso go fitlhelela maitlhomo a yone ka bonako le ka manontlhotlho
tsn,letsatsi la boditšhabatšhaba la loleme lwa ga mme le ikaeletse go tsweletsa dipharologano tsa puo le thuto ya dipuo tse dintsi le temoso ya dipuo le ditso go ikaegilwe ka kutlwisiso boitshokelano le dipuisano
ssw,indzaba lemfishane yehlukile yona ngoba icoca ngesehlakalo sinye emphilweni yemlingisi loko-ke kukhombisa kona kutsi indzaba lemfishane ayisiyo inoveli lefinyetiwe futsi kufanele ivakale iphelele iphindze itimele yona ngekwayo umbhali kufanele agcile ngalokuphelele kuleso sigameko lekacoca ngaso
xho,ngokwembali nangokwepolitiki ulwimi yimeko ephambili ekwenzeni ikharityhulamu ingafikeleleki kubafundi abaninzi kwiteknoloji nokuba lulwimi lokufundisa abafundi kufuneka bavunyelwe ukuxoxa imibandela ukwazisa ukunxibelelana ngeengcinga zabo ngolwimi abalukhethileyo
ven,lu ṅwalo lu bvaho kha dzangano ḽa muvhuso ḽine ḽa vha tshipi ḓa tsha thendelano lu khwaṱhisedzaho vhuvha ha thendelano na mbekanyamushumo u shela havho mulenzhe kha mbekanyamushumo iyo na zwine vha lavhelelwa u zwi ita nga fhasi ha thendelano
tso,a a nga si nyika xitiviso eka maendlelo ku ya hi xiphemuntsongo xa kumbe xitiviso ku ya hi xiphemuntsongo xa eka masiku yo ringana endzhaku ko va ku kumiwe xitivso eka ntwanano wa layisense kumbe b nyika xitivso ku ya hi xiphemmu xa a
tsn,le tsibosa modirisi wa tsela gore dirori tse dingwe di ka tsena go tswa mo tsleng e e kwa pele go tsa mo mebileng e e mo dintlheng tsotlhe ka mokgwa o o ka dirang gore ka ntlha ya pono e e lekanyeditsweng ya sekgala di ka nna kotsi mme go tshwanetse ga nniwa kelotlhoko tota
ssw,indvuna lehola litsimba le-incp kuyonhlangana nemcondzisi jikelele we-unesco lendzaba yekusungula tinkhulumiswano temave letiphambili mayelana nenchubomgomo yetemasiko yemhlaba wonkhe itfumela umlayeto lobalulekile emhlabeni
xho,iinkqubo zeemvavanyo ezijoliswe kubemi bamazwe ngamazwe kwihlabathi lonke jikelele zibonakalise ukwehla kweemeko ezintsha zokuhlaselwa kwamanina ngumhlaza wesibeleko nakwiimeko apho ezi nkqubo zingakhange zigqibelele ngokomgangatho
eng,a an institutional statute subject to section to give effect to any law relating to the public higher education institution and to promote the effective management of the institution in respect of matters not expressly prescribed by any law matter not expressly prescribed by this act and
nso,seswantšho sa se bontšha setsha sa maitekelo sa malekutu seo se lego dikilometara tše e ka bago tše go ya thokong ya leboabohlabela la nelspruit seswantšho sa se bontšha tšhemo ye e lego hleng ga setsha sa maitekelo
afr,familiegroep konferensies is een van die talle herstellende regsmeganismes wat gebruik word om jong oortreders weer by die gemeenskap te laat inskakel dié kort artikel verduidelik wat familiegroep konferensies is en hoe dit werk
tsn,tsamaiso ya boswa yotlhe e e dirilweng mme e konoseditswe pele ga diphalane e sa ntse e ka lebelela molawana wa - taolelo ya magiseterata ntle le fa boammaaruri jwa ona jwa semolao bo ka bona kgwetlho fa fela e le gore manyalo ao a ne a tsamaisitswe ke magiseterata go ya ka kgoeletso ya r ya
